time 	 clk 	 step 	 eps 	 q
29305	 0 	 01110010 	 01111100100111001100011010011100 	 0000000000000000000000000000000000000000000000000000000000000000
29310	 1 	 01110011 	 00010010110011000010101111010010 	 0000000000000000000000000000000000000000000000000000000000000000
29315	 0 	 01110011 	 00010010110011000010101111010010 	 0000000000000000000000000000000000000000000000000000000000000000
29320	 1 	 01110100 	 00010010110011000010101111010010 	 0000000000000000000000000000000000000000000000000000000000000000
29325	 0 	 01110100 	 00010010110011000010101111010010 	 0000000000000000000000000000000000000000000000000000000000000000
29330	 1 	 01110101 	 11011011111110111010010110111111 	 0000000000000000000000000000000000000000000000000000000000000000
29335	 0 	 01110101 	 11011011111110111010010110111111 	 0000000000000000000000000000000000000000000000000000000000000000
29340	 1 	 01110110 	 11011011111110111010010110111111 	 0000000000000000000000000000000000000000000000000000000000000000
29345	 0 	 01110110 	 11011011111110111010010110111111 	 0000000000000000000000000000000000000000000000000000000000000000
29350	 1 	 01110111 	 00110010111100000111111110010110 	 0000000000000000000000000000000000000000000000000000000000000000
29355	 0 	 01110111 	 00110010111100000111111110010110 	 0000000000000000000000000000000000000000000000000000000000000000
29360	 1 	 01111000 	 00110010111100000111111110010110 	 0000000000000000000000000000000000000000000000000000000000000000
29365	 0 	 01111000 	 00110010111100000111111110010110 	 0000000000000000000000000000000000000000000000000000000000000000
29370	 1 	 01111001 	 00101100111001011110000110111010 	 0000000000000000000000000000000000000000000000000000000000000000
29375	 0 	 01111001 	 00101100111001011110000110111010 	 0000000000000000000000000000000000000000000000000000000000000000
29380	 1 	 01111010 	 00101100111001011110000110111010 	 0000000000000000000000000000000000000000000000000000000000000000
29385	 0 	 01111010 	 00101100111001011110000110111010 	 0000000000000000000000000000000000000000000000000000000000000000
29390	 1 	 01111011 	 00110000110101101111111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
29395	 0 	 01111011 	 00110000110101101111111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
29400	 1 	 01111100 	 00110000110101101111111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
29405	 0 	 01111100 	 00110000110101101111111010000101 	 0000000000000000000000000000000000000000000000000000000000000000
29410	 1 	 01111101 	 11111000100011100100010110110010 	 0000000000000000000000000000000000000000000000000000000000000000
29415	 0 	 01111101 	 11111000100011100100010110110010 	 0000000000000000000000000000000000000000000000000000000000000000
29420	 1 	 01111110 	 11111000100011100100010110110010 	 0000000000000000000000000000000000000000000000000000000000000000
29425	 0 	 01111110 	 11111000100011100100010110110010 	 0000000000000000000000000000000000000000000000000000000000000000
29430	 1 	 01111111 	 11101011100000101000011110100001 	 0000000000000000000000000000000000000000000000000000000000000000
29435	 0 	 01111111 	 11101011100000101000011110100001 	 0000000000000000000000000000000000000000000000000000000000000000
29440	 1 	 10000000 	 11101011100000101000011110100001 	 0000000000000000000000000000000000000000000000000000000000000000
29445	 0 	 10000000 	 11101011100000101000011110100001 	 0000000000000000000000000000000000000000000000000000000000000000
29450	 1 	 10000001 	 11010100100100101011111101101110 	 0000000000000000000000000000000000000000000000000000000000000000
29455	 0 	 10000001 	 11010100100100101011111101101110 	 0000000000000000000000000000000000000000000000000000000000000000
29460	 1 	 10000010 	 11010100100100101011111101101110 	 0000000000000000000000000000000000000000000000000000000000000000
29465	 0 	 10000010 	 11010100100100101011111101101110 	 0000000000000000000000000000000000000000000000000000000000000000
29470	 1 	 10000011 	 00011000100011100101001001100110 	 0000000000000000000000000000000000000000000000000000000000000000
29475	 0 	 10000011 	 00011000100011100101001001100110 	 0000000000000000000000000000000000000000000000000000000000000000
29480	 1 	 10000100 	 00011000100011100101001001100110 	 0000000000000000000000000000000000000000000000000000000000000000
29485	 0 	 10000100 	 00011000100011100101001001100110 	 0000000000000000000000000000000000000000000000000000000000000000
29490	 1 	 10000101 	 11010011100000101101110100000101 	 0000000000000000000000000000000000000000000000000000000000000000
29495	 0 	 10000101 	 11010011100000101101110100000101 	 0000000000000000000000000000000000000000000000000000000000000000
29500	 1 	 10000110 	 11010011100000101101110100000101 	 0000000000000000000000000000000000000000000000000000000000000000
29505	 0 	 10000110 	 11010011100000101101110100000101 	 0000000000000000000000000000000000000000000000000000000000000000
29510	 1 	 10000111 	 01101110100100111100001101010110 	 0000000000000000000000000000000000000000000000000000000000000000
29515	 0 	 10000111 	 01101110100100111100001101010110 	 0000000000000000000000000000000000000000000000000000000000000000
29520	 1 	 10001000 	 01101110100100111100001101010110 	 0000000000000000000000000000000000000000000000000000000000000000
29525	 0 	 10001000 	 01101110100100111100001101010110 	 0000000000000000000000000000000000000000000000000000000000000000
29530	 1 	 10001001 	 01001010000010111111110110001000 	 0000000000000000000000000000000000000000000000000000000000000000
29535	 0 	 10001001 	 01001010000010111111110110001000 	 0000000000000000000000000000000000000000000000000000000000000000
29540	 1 	 10001010 	 01001010000010111111110110001000 	 0000000000000000000000000000000000000000000000000000000000000000
29545	 0 	 10001010 	 01001010000010111111110110001000 	 0000000000000000000000000000000000000000000000000000000000000000
29550	 1 	 10001011 	 01000101001101010000100101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29555	 0 	 10001011 	 01000101001101010000100101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29560	 1 	 10001100 	 01000101001101010000100101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29565	 0 	 10001100 	 01000101001101010000100101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29570	 1 	 10001101 	 11010001111000010110011101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29575	 0 	 10001101 	 11010001111000010110011101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29580	 1 	 10001110 	 11010001111000010110011101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29585	 0 	 10001110 	 11010001111000010110011101000101 	 0000000000000000000000000000000000000000000000000000000000000000
29590	 1 	 10001111 	 10000100000111011100010011000001 	 0000000000000000000000000000000000000000000000000000000000000000
29595	 0 	 10001111 	 10000100000111011100010011000001 	 0000000000000000000000000000000000000000000000000000000000000000
29600	 1 	 10010000 	 10000100000111011100010011000001 	 0000000000000000000000000000000000000000000000000000000000000000
29605	 0 	 10010000 	 10000100000111011100010011000001 	 0000000000000000000000000000000000000000000000000000000000000000
29610	 1 	 10010001 	 01011010111010000110001000110000 	 0000000000000000000000000000000000000000000000000000000000000000
29615	 0 	 10010001 	 01011010111010000110001000110000 	 0000000000000000000000000000000000000000000000000000000000000000
29620	 1 	 10010010 	 01011010111010000110001000110000 	 0000000000000000000000000000000000000000000000000000000000000000
29625	 0 	 10010010 	 01011010111010000110001000110000 	 0000000000000000000000000000000000000000000000000000000000000000
29630	 1 	 10010011 	 11110101011000111001000001001101 	 0000000000000000000000000000000000000000000000000000000000000000
29635	 0 	 10010011 	 11110101011000111001000001001101 	 0000000000000000000000000000000000000000000000000000000000000000
29640	 1 	 10010100 	 11110101011000111001000001001101 	 0000000000000000000000000000000000000000000000000000000000000000
29645	 0 	 10010100 	 11110101011000111001000001001101 	 0000000000000000000000000000000000000000000000000000000000000000
29650	 1 	 10010101 	 11010111001101101010010100100000 	 0000000000000000000000000000000000000000000000000000000000000000
29655	 0 	 10010101 	 11010111001101101010010100100000 	 0000000000000000000000000000000000000000000000000000000000000000
29660	 1 	 10010110 	 11010111001101101010010100100000 	 0000000000000000000000000000000000000000000000000000000000000000
29665	 0 	 10010110 	 11010111001101101010010100100000 	 0000000000000000000000000000000000000000000000000000000000000000
29670	 1 	 10010111 	 11001010100011110011110111001111 	 0000000000000000000000000000000000000000000000000000000000000000
29675	 0 	 10010111 	 11001010100011110011110111001111 	 0000000000000000000000000000000000000000000000000000000000000000
29680	 1 	 10011000 	 11001010100011110011110111001111 	 0000000000000000000000000000000000000000000000000000000000000000
29685	 0 	 10011000 	 11001010100011110011110111001111 	 0000000000000000000000000000000000000000000000000000000000000000
29690	 1 	 10011001 	 01011000111001110011100001001110 	 0000000000000000000000000000000000000000000000000000000000000000
29695	 0 	 10011001 	 01011000111001110011100001001110 	 0000000000000000000000000000000000000000000000000000000000000000
29700	 1 	 10011010 	 01011000111001110011100001001110 	 0000000000000000000000000000000000000000000000000000000000000000
29705	 0 	 10011010 	 01011000111001110011100001001110 	 0000000000000000000000000000000000000000000000000000000000000000
29710	 1 	 10011011 	 11011110010001010010111100101110 	 0000000000000000000000000000000000000000000000000000000000000000
29715	 0 	 10011011 	 11011110010001010010111100101110 	 0000000000000000000000000000000000000000000000000000000000000000
29720	 1 	 10011100 	 11011110010001010010111100101110 	 0000000000000000000000000000000000000000000000000000000000000000
29725	 0 	 10011100 	 11011110010001010010111100101110 	 0000000000000000000000000000000000000000000000000000000000000000
29730	 1 	 10011101 	 00110001000111011111011101110100 	 0000000000000000000000000000000000000000000000000000000000000000
29735	 0 	 10011101 	 00110001000111011111011101110100 	 0000000000000000000000000000000000000000000000000000000000000000
29740	 1 	 10011110 	 00110001000111011111011101110100 	 0000000000000000000000000000000000000000000000000000000000000000
29745	 0 	 10011110 	 00110001000111011111011101110100 	 0000000000000000000000000000000000000000000000000000000000000000
29750	 1 	 10011111 	 11011100010010001010000000001101 	 0000000000000000000000000000000000000000000000000000000000000000
29755	 0 	 10011111 	 11011100010010001010000000001101 	 0000000000000000000000000000000000000000000000000000000000000000
29760	 1 	 10100000 	 11011100010010001010000000001101 	 0000000000000000000000000000000000000000000000000000000000000000
29765	 0 	 10100000 	 11011100010010001010000000001101 	 0000000000000000000000000000000000000000000000000000000000000000
29770	 1 	 10100001 	 11100101110100001010100000110011 	 0000000000000000000000000000000000000000000000000000000000000000
29775	 0 	 10100001 	 11100101110100001010100000110011 	 0000000000000000000000000000000000000000000000000000000000000000
29780	 1 	 10100010 	 11100101110100001010100000110011 	 0000000000000000000000000000000000000000000000000000000000000000
29785	 0 	 10100010 	 11100101110100001010100000110011 	 0000000000000000000000000000000000000000000000000000000000000000
29790	 1 	 10100011 	 10000101101011101000101011000110 	 0000000000000000000000000000000000000000000000000000000000000000
29795	 0 	 10100011 	 10000101101011101000101011000110 	 0000000000000000000000000000000000000000000000000000000000000000
29800	 1 	 10100100 	 10000101101011101000101011000110 	 0000000000000000000000000000000000000000000000000000000000000000
29805	 0 	 10100100 	 10000101101011101000101011000110 	 0000000000000000000000000000000000000000000000000000000000000000
29810	 1 	 10100101 	 10100011101010011000100110101000 	 0000000000000000000000000000000000000000000000000000000000000000
29815	 0 	 10100101 	 10100011101010011000100110101000 	 0000000000000000000000000000000000000000000000000000000000000000
29820	 1 	 10100110 	 10100011101010011000100110101000 	 0000000000000000000000000000000000000000000000000000000000000000
29825	 0 	 10100110 	 10100011101010011000100110101000 	 0000000000000000000000000000000000000000000000000000000000000000
29830	 1 	 10100111 	 01011001101011000100010011001111 	 0000000000000000000000000000000000000000000000000000000000000000
29835	 0 	 10100111 	 01011001101011000100010011001111 	 0000000000000000000000000000000000000000000000000000000000000000
29840	 1 	 10101000 	 01011001101011000100010011001111 	 0000000000000000000000000000000000000000000000000000000000000000
29845	 0 	 10101000 	 01011001101011000100010011001111 	 0000000000000000000000000000000000000000000000000000000000000000
29850	 1 	 10101001 	 10000111010000100000001000001000 	 0000000000000000000000000000000000000000000000000000000000000000
29855	 0 	 10101001 	 10000111010000100000001000001000 	 0000000000000000000000000000000000000000000000000000000000000000
29860	 1 	 10101010 	 10000111010000100000001000001000 	 0000000000000000000000000000000000000000000000000000000000000000
29865	 0 	 10101010 	 10000111010000100000001000001000 	 0000000000000000000000000000000000000000000000000000000000000000
29870	 1 	 10101011 	 11101000101000001000100010100000 	 0000000000000000000000000000000000000000000000000000000000000000
29875	 0 	 10101011 	 11101000101000001000100010100000 	 0000000000000000000000000000000000000000000000000000000000000000
29880	 1 	 10101100 	 11101000101000001000100010100000 	 0000000000000000000000000000000000000000000000000000000000000000
29885	 0 	 10101100 	 11101000101000001000100010100000 	 0000000000000000000000000000000000000000000000000000000000000000
29890	 1 	 10101101 	 10111011010010100000000010101101 	 0000000000000000000000000000000000000000000000000000000000000000
29895	 0 	 10101101 	 10111011010010100000000010101101 	 0000000000000000000000000000000000000000000000000000000000000000
29900	 1 	 10101110 	 10111011010010100000000010101101 	 0000000000000000000000000000000000000000000000000000000000000000
29905	 0 	 10101110 	 10111011010010100000000010101101 	 0000000000000000000000000000000000000000000000000000000000000000
29910	 1 	 10101111 	 01110100011000101000001010011001 	 0000000000000000000000000000000000000000000000000000000000000000
29915	 0 	 10101111 	 01110100011000101000001010011001 	 0000000000000000000000000000000000000000000000000000000000000000
29920	 1 	 10110000 	 01110100011000101000001010011001 	 0000000000000000000000000000000000000000000000000000000000000000
29925	 0 	 10110000 	 01110100011000101000001010011001 	 0000000000000000000000000000000000000000000000000000000000000000
29930	 1 	 10110001 	 00010000111010101010101011000000 	 0000000000000000000000000000000000000000000000000000000000000000
29935	 0 	 10110001 	 00010000111010101010101011000000 	 0000000000000000000000000000000000000000000000000000000000000000
29940	 1 	 10110010 	 00010000111010101010101011000000 	 0000000000000000000000000000000000000000000000000000000000000000
29945	 0 	 10110010 	 00010000111010101010101011000000 	 0000000000000000000000000000000000000000000000000000000000000000
29950	 1 	 10110011 	 11110000011100000000000110110110 	 0000000000000000000000000000000000000000000000000000000000000000
29955	 0 	 10110011 	 11110000011100000000000110110110 	 0000000000000000000000000000000000000000000000000000000000000000
29960	 1 	 10110100 	 11110000011100000000000110110110 	 0000000000000000000000000000000000000000000000000000000000000000
29965	 0 	 10110100 	 11110000011100000000000110110110 	 0000000000000000000000000000000000000000000000000000000000000000
29970	 1 	 10110101 	 00010110010001000000011010110010 	 0000000000000000000000000000000000000000000000000000000000000000
29975	 0 	 10110101 	 00010110010001000000011010110010 	 0000000000000000000000000000000000000000000000000000000000000000
29980	 1 	 10110110 	 00010110010001000000011010110010 	 0000000000000000000000000000000000000000000000000000000000000000
29985	 0 	 10110110 	 00010110010001000000011010110010 	 0000000000000000000000000000000000000000000000000000000000000000
29990	 1 	 10110111 	 00000000111110010001101101100111 	 0000000000000000000000000000000000000000000000000000000000000000
29995	 0 	 10110111 	 00000000111110010001101101100111 	 0000000000000000000000000000000000000000000000000000000000000000
30000	 1 	 10111000 	 00000000111110010001101101100111 	 0000000000000000000000000000000000000000000000000000000000000000
30005	 0 	 10111000 	 00000000111110010001101101100111 	 0000000000000000000000000000000000000000000000000000000000000000
30010	 1 	 10111001 	 00111100001110100010101101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30015	 0 	 10111001 	 00111100001110100010101101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30020	 1 	 10111010 	 00111100001110100010101101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30025	 0 	 10111010 	 00111100001110100010101101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30030	 1 	 10111011 	 00000000011111100010011111011001 	 0000000000000000000000000000000000000000000000000000000000000000
30035	 0 	 10111011 	 00000000011111100010011111011001 	 0000000000000000000000000000000000000000000000000000000000000000
30040	 1 	 10111100 	 00000000011111100010011111011001 	 0000000000000000000000000000000000000000000000000000000000000000
30045	 0 	 10111100 	 00000000011111100010011111011001 	 0000000000000000000000000000000000000000000000000000000000000000
30050	 1 	 10111101 	 10011101100111110001011010010000 	 0000000000000000000000000000000000000000000000000000000000000000
30055	 0 	 10111101 	 10011101100111110001011010010000 	 0000000000000000000000000000000000000000000000000000000000000000
30060	 1 	 10111110 	 10011101100111110001011010010000 	 0000000000000000000000000000000000000000000000000000000000000000
30065	 0 	 10111110 	 10011101100111110001011010010000 	 0000000000000000000000000000000000000000000000000000000000000000
30070	 1 	 10111111 	 10110010111110111001111111100010 	 0000000000000000000000000000000000000000000000000000000000000000
30075	 0 	 10111111 	 10110010111110111001111111100010 	 0000000000000000000000000000000000000000000000000000000000000000
30080	 1 	 11000000 	 10110010111110111001111111100010 	 0000000000000000000000000000000000000000000000000000000000000000
30085	 0 	 11000000 	 10110010111110111001111111100010 	 0000000000000000000000000000000000000000000000000000000000000000
30090	 1 	 11000001 	 11001100110010001001100001110101 	 0000000000000000000000000000000000000000000000000000000000000000
30095	 0 	 11000001 	 11001100110010001001100001110101 	 0000000000000000000000000000000000000000000000000000000000000000
30100	 1 	 11000010 	 11001100110010001001100001110101 	 0000000000000000000000000000000000000000000000000000000000000000
30105	 0 	 11000010 	 11001100110010001001100001110101 	 0000000000000000000000000000000000000000000000000000000000000000
30110	 1 	 11000011 	 01001000011010000100011111001001 	 0000000000000000000000000000000000000000000000000000000000000000
30115	 0 	 11000011 	 01001000011010000100011111001001 	 0000000000000000000000000000000000000000000000000000000000000000
30120	 1 	 11000100 	 01001000011010000100011111001001 	 0000000000000000000000000000000000000000000000000000000000000000
30125	 0 	 11000100 	 01001000011010000100011111001001 	 0000000000000000000000000000000000000000000000000000000000000000
30130	 1 	 11000101 	 01010000010110110000111011010011 	 0000000000000000000000000000000000000000000000000000000000000000
30135	 0 	 11000101 	 01010000010110110000111011010011 	 0000000000000000000000000000000000000000000000000000000000000000
30140	 1 	 11000110 	 01010000010110110000111011010011 	 0000000000000000000000000000000000000000000000000000000000000000
30145	 0 	 11000110 	 01010000010110110000111011010011 	 0000000000000000000000000000000000000000000000000000000000000000
30150	 1 	 11000111 	 00111110111000101111100011111101 	 0000000000000000000000000000000000000000000000000000000000000000
30155	 0 	 11000111 	 00111110111000101111100011111101 	 0000000000000000000000000000000000000000000000000000000000000000
30160	 1 	 11001000 	 00111110111000101111100011111101 	 0000000000000000000000000000000000000000000000000000000000000000
30165	 0 	 11001000 	 00111110111000101111100011111101 	 0000000000000000000000000000000000000000000000000000000000000000
30170	 1 	 11001001 	 00110100010010110101110111001000 	 0000000000000000000000000000000000000000000000000000000000000000
30175	 0 	 11001001 	 00110100010010110101110111001000 	 0000000000000000000000000000000000000000000000000000000000000000
30180	 1 	 11001010 	 00110100010010110101110111001000 	 0000000000000000000000000000000000000000000000000000000000000000
30185	 0 	 11001010 	 00110100010010110101110111001000 	 0000000000000000000000000000000000000000000000000000000000000000
30190	 1 	 11001011 	 10100011110111111010000001010100 	 0000000000000000000000000000000000000000000000000000000000000000
30195	 0 	 11001011 	 10100011110111111010000001010100 	 0000000000000000000000000000000000000000000000000000000000000000
30200	 1 	 11001100 	 10100011110111111010000001010100 	 0000000000000000000000000000000000000000000000000000000000000000
30205	 0 	 11001100 	 10100011110111111010000001010100 	 0000000000000000000000000000000000000000000000000000000000000000
30210	 1 	 11001101 	 01000100000100010110100101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30215	 0 	 11001101 	 01000100000100010110100101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30220	 1 	 11001110 	 01000100000100010110100101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30225	 0 	 11001110 	 01000100000100010110100101000011 	 0000000000000000000000000000000000000000000000000000000000000000
30230	 1 	 11001111 	 11010101001110011111111101011111 	 0000000000000000000000000000000000000000000000000000000000000000
30235	 0 	 11001111 	 11010101001110011111111101011111 	 0000000000000000000000000000000000000000000000000000000000000000
30240	 1 	 11010000 	 11010101001110011111111101011111 	 0000000000000000000000000000000000000000000000000000000000000000
30245	 0 	 11010000 	 11010101001110011111111101011111 	 0000000000000000000000000000000000000000000000000000000000000000
30250	 1 	 11010001 	 00011110010010011000001010101101 	 0000000000000000000000000000000000000000000000000000000000000000
30255	 0 	 11010001 	 00011110010010011000001010101101 	 0000000000000000000000000000000000000000000000000000000000000000
30260	 1 	 11010010 	 00011110010010011000001010101101 	 0000000000000000000000000000000000000000000000000000000000000000
30265	 0 	 11010010 	 00011110010010011000001010101101 	 0000000000000000000000000000000000000000000000000000000000000000
30270	 1 	 11010011 	 01000001001011000110101000011010 	 0000000000000000000000000000000000000000000000000000000000000000
30275	 0 	 11010011 	 01000001001011000110101000011010 	 0000000000000000000000000000000000000000000000000000000000000000
30280	 1 	 11010100 	 01000001001011000110101000011010 	 0000000000000000000000000000000000000000000000000000000000000000
30285	 0 	 11010100 	 01000001001011000110101000011010 	 0000000000000000000000000000000000000000000000000000000000000000
30290	 1 	 11010101 	 11001000100000101011001011101101 	 0000000000000000000000000000000000000000000000000000000000000000
30295	 0 	 11010101 	 11001000100000101011001011101101 	 0000000000000000000000000000000000000000000000000000000000000000
30300	 1 	 11010110 	 11001000100000101011001011101101 	 0000000000000000000000000000000000000000000000000000000000000000
30305	 0 	 11010110 	 11001000100000101011001011101101 	 0000000000000000000000000000000000000000000000000000000000000000
30310	 1 	 11010111 	 01110011110010100110011100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30315	 0 	 11010111 	 01110011110010100110011100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30320	 1 	 11011000 	 01110011110010100110011100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30325	 0 	 11011000 	 01110011110010100110011100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30330	 1 	 11011001 	 01111000010000110000010111100101 	 0000000000000000000000000000000000000000000000000000000000000000
30335	 0 	 11011001 	 01111000010000110000010111100101 	 0000000000000000000000000000000000000000000000000000000000000000
30340	 1 	 11011010 	 01111000010000110000010111100101 	 0000000000000000000000000000000000000000000000000000000000000000
30345	 0 	 11011010 	 01111000010000110000010111100101 	 0000000000000000000000000000000000000000000000000000000000000000
30350	 1 	 11011011 	 01110111011001001101011011101110 	 0000000000000000000000000000000000000000000000000000000000000000
30355	 0 	 11011011 	 01110111011001001101011011101110 	 0000000000000000000000000000000000000000000000000000000000000000
30360	 1 	 11011100 	 01110111011001001101011011101110 	 0000000000000000000000000000000000000000000000000000000000000000
30365	 0 	 11011100 	 01110111011001001101011011101110 	 0000000000000000000000000000000000000000000000000000000000000000
30370	 1 	 11011101 	 11111111101010100110111000000101 	 0000000000000000000000000000000000000000000000000000000000000000
30375	 0 	 11011101 	 11111111101010100110111000000101 	 0000000000000000000000000000000000000000000000000000000000000000
30380	 1 	 11011110 	 11111111101010100110111000000101 	 0000000000000000000000000000000000000000000000000000000000000000
30385	 0 	 11011110 	 11111111101010100110111000000101 	 0000000000000000000000000000000000000000000000000000000000000000
30390	 1 	 11011111 	 00111110110110110010001110010011 	 0000000000000000000000000000000000000000000000000000000000000000
30395	 0 	 11011111 	 00111110110110110010001110010011 	 0000000000000000000000000000000000000000000000000000000000000000
30400	 1 	 11100000 	 00111110110110110010001110010011 	 0000000000000000000000000000000000000000000000000000000000000000
30405	 0 	 11100000 	 00111110110110110010001110010011 	 0000000000000000000000000000000000000000000000000000000000000000
30410	 1 	 11100001 	 00110100101000100100011010101000 	 0000000000000000000000000000000000000000000000000000000000000000
30415	 0 	 11100001 	 00110100101000100100011010101000 	 0000000000000000000000000000000000000000000000000000000000000000
30420	 1 	 11100010 	 00110100101000100100011010101000 	 0000000000000000000000000000000000000000000000000000000000000000
30425	 0 	 11100010 	 00110100101000100100011010101000 	 0000000000000000000000000000000000000000000000000000000000000000
30430	 1 	 11100011 	 01100000010000011000101100001100 	 0000000000000000000000000000000000000000000000000000000000000000
30435	 0 	 11100011 	 01100000010000011000101100001100 	 0000000000000000000000000000000000000000000000000000000000000000
30440	 1 	 11100100 	 01100000010000011000101100001100 	 0000000000000000000000000000000000000000000000000000000000000000
30445	 0 	 11100100 	 01100000010000011000101100001100 	 0000000000000000000000000000000000000000000000000000000000000000
30450	 1 	 11100101 	 00111010100011100100111011110110 	 0000000000000000000000000000000000000000000000000000000000000000
30455	 0 	 11100101 	 00111010100011100100111011110110 	 0000000000000000000000000000000000000000000000000000000000000000
30460	 1 	 11100110 	 00111010100011100100111011110110 	 0000000000000000000000000000000000000000000000000000000000000000
30465	 0 	 11100110 	 00111010100011100100111011110110 	 0000000000000000000000000000000000000000000000000000000000000000
30470	 1 	 11100111 	 00101100111000101010100001100100 	 0000000000000000000000000000000000000000000000000000000000000000
30475	 0 	 11100111 	 00101100111000101010100001100100 	 0000000000000000000000000000000000000000000000000000000000000000
30480	 1 	 11101000 	 00101100111000101010100001100100 	 0000000000000000000000000000000000000000000000000000000000000000
30485	 0 	 11101000 	 00101100111000101010100001100100 	 0000000000000000000000000000000000000000000000000000000000000000
30490	 1 	 11101001 	 10010011010100100000101110001110 	 0000000000000000000000000000000000000000000000000000000000000000
30495	 0 	 11101001 	 10010011010100100000101110001110 	 0000000000000000000000000000000000000000000000000000000000000000
30500	 1 	 11101010 	 10010011010100100000101110001110 	 0000000000000000000000000000000000000000000000000000000000000000
30505	 0 	 11101010 	 10010011010100100000101110001110 	 0000000000000000000000000000000000000000000000000000000000000000
30510	 1 	 11101011 	 01000010000001001010110011011111 	 0000000000000000000000000000000000000000000000000000000000000000
30515	 0 	 11101011 	 01000010000001001010110011011111 	 0000000000000000000000000000000000000000000000000000000000000000
30520	 1 	 11101100 	 01000010000001001010110011011111 	 0000000000000000000000000000000000000000000000000000000000000000
30525	 0 	 11101100 	 01000010000001001010110011011111 	 0000000000000000000000000000000000000000000000000000000000000000
30530	 1 	 11101101 	 10000100111010111001100001001001 	 0000000000000000000000000000000000000000000000000000000000000000
30535	 0 	 11101101 	 10000100111010111001100001001001 	 0000000000000000000000000000000000000000000000000000000000000000
30540	 1 	 11101110 	 10000100111010111001100001001001 	 0000000000000000000000000000000000000000000000000000000000000000
30545	 0 	 11101110 	 10000100111010111001100001001001 	 0000000000000000000000000000000000000000000000000000000000000000
30550	 1 	 11101111 	 11000101011101001000011100110000 	 0000000000000000000000000000000000000000000000000000000000000000
30555	 0 	 11101111 	 11000101011101001000011100110000 	 0000000000000000000000000000000000000000000000000000000000000000
30560	 1 	 11110000 	 11000101011101001000011100110000 	 0000000000000000000000000000000000000000000000000000000000000000
30565	 0 	 11110000 	 11000101011101001000011100110000 	 0000000000000000000000000000000000000000000000000000000000000000
30570	 1 	 11110001 	 00001111000101110011110100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30575	 0 	 11110001 	 00001111000101110011110100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30580	 1 	 11110010 	 00001111000101110011110100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30585	 0 	 11110010 	 00001111000101110011110100001000 	 0000000000000000000000000000000000000000000000000000000000000000
30590	 1 	 11110011 	 10110111111000010011101101100000 	 0000000000000000000000000000000000000000000000000000000000000000
30595	 0 	 11110011 	 10110111111000010011101101100000 	 0000000000000000000000000000000000000000000000000000000000000000
30600	 1 	 11110100 	 10110111111000010011101101100000 	 0000000000000000000000000000000000000000000000000000000000000000
30605	 0 	 11110100 	 10110111111000010011101101100000 	 0000000000000000000000000000000000000000000000000000000000000000
30610	 1 	 11110101 	 01001101100111001010001101011101 	 0000000000000000000000000000000000000000000000000000000000000000
30615	 0 	 11110101 	 01001101100111001010001101011101 	 0000000000000000000000000000000000000000000000000000000000000000
30620	 1 	 11110110 	 01001101100111001010001101011101 	 0000000000000000000000000000000000000000000000000000000000000000
30625	 0 	 11110110 	 01001101100111001010001101011101 	 0000000000000000000000000000000000000000000000000000000000000000
30630	 1 	 11110111 	 10010010100011011010010110100110 	 0000000000000000000000000000000000000000000000000000000000000000
30635	 0 	 11110111 	 10010010100011011010010110100110 	 0000000000000000000000000000000000000000000000000000000000000000
30640	 1 	 11111000 	 10010010100011011010010110100110 	 0000000000000000000000000000000000000000000000000000000000000000
30645	 0 	 11111000 	 10010010100011011010010110100110 	 0000000000000000000000000000000000000000000000000000000000000000
30650	 1 	 11111001 	 11111010111011011111111111110011 	 0000000000000000000000000000000000000000000000000000000000000000
30655	 0 	 11111001 	 11111010111011011111111111110011 	 0000000000000000000000000000000000000000000000000000000000000000
30660	 1 	 11111010 	 11111010111011011111111111110011 	 0000000000000000000000000000000000000000000000000000000000000000
30665	 0 	 11111010 	 11111010111011011111111111110011 	 0000000000000000000000000000000000000000000000000000000000000000
30670	 1 	 11111011 	 11111110111011001000000000110111 	 0000000000000000000000000000000000000000000000000000000000000000
